lag,response
34,1.954e-09
35,-2.387e-10
36,-5.646e-10
37,4.027e-09
38,1.019e-09
39,2.202e-09
40,8.228e-10
41,1.338e-09
42,-1.715e-09
43,-3.756e-09
44,-7.879e-09
45,-3.879e-09
46,-6.116e-09
47,5.036e-11
48,3.563e-10
49,2.5e-09
50,2.5e-09
51,7.402e-09
52,5.225e-09
53,7.224e-09
54,1.007e-08
55,-1.124e-08
56,9.267e-09
57,-3.131e-08
58,-3.07e-08
59,-1.188e-08
60,3.028e-08
61,-7.612e-09
62,-6.145e-09
63,-1.308e-07
64,-2.716e-08
65,5.906e-07
66,1.122e-07
67,6.549e-08
68,3.506e-08
0,5.997e-09
1,2.907e-08
2,2.01e-08
3,-2.492e-08
4,-3.308e-08
5,-4.197e-08
6,-5.064e-08
7,-8.332e-08
8,-9.516e-08
9,-9.704e-08
10,-9.171e-08
11,-8.5e-08
12,-8.318e-08
13,-8.058e-08
14,-7.759e-08
15,-7.342e-08
16,1.221e-09
17,-2.446e-09
18,4.773e-10
19,7.998e-10
20,1.969e-09
21,3.519e-09
22,3.172e-09
23,2.513e-09
24,1.766e-09
25,1.158e-09
26,1.084e-09
27,7.046e-10
28,4.423e-10
29,4.876e-10
30,1.235e-09
31,1.826e-09
32,2.619e-09
33,1.911e-09
34,1.203e-09
35,-2.443e-12
36,-9.262e-10
37,-9.81e-10
38,-8.061e-10
39,-1.216e-09
40,-1.275e-09
41,-3.168e-10
42,-5.235e-10
43,-7.023e-10
44,-9.684e-10
45,-1.317e-09
46,-1.689e-09
47,-2.013e-09
48,-2.114e-09
49,-2.027e-09
50,-1.52e-09
51,-2.09e-10
52,1.257e-09
53,1.455e-09
54,2.896e-09
55,2.816e-09
56,-3.771e-09
57,-2.937e-08
58,-2.869e-08
59,-2.754e-08
60,-2.489e-08
61,-2.226e-08
62,-2.017e-08
63,-3.981e-08
64,-3.424e-08
65,3.528e-07
66,4.255e-08
67,9.759e-09
68,1.076e-08
0,1.034e-07
1,1.261e-07
2,2.546e-08
3,-6.296e-08
4,-5.109e-08
5,-3.729e-08
6,-2.797e-08
7,-1.345e-07
8,-1.217e-07
9,-8.508e-08
10,-5.32e-08
11,-3.169e-08
12,-2.481e-08
13,-2.04e-08
14,-1.632e-08
15,-1.331e-08
16,7.38e-08
17,4.312e-08
18,3.213e-08
19,2.369e-08
20,1.837e-08
21,1.392e-08
22,1.133e-08
23,8.439e-09
24,6.413e-09
25,4.667e-09
26,3.881e-09
27,4.212e-09
28,4.635e-09
29,5.92e-09
30,8.365e-09
31,7.203e-09
32,4.721e-09
33,4.309e-09
34,3.186e-09
35,1.613e-09
36,9.443e-10
37,5.983e-10
38,2.888e-10
39,4.458e-10
40,5.188e-10
41,-1.918e-10
42,-8.469e-10
43,-1.138e-09
44,-1.469e-09
45,-1.809e-09
46,-2.012e-09
47,-6.635e-10
48,-3.037e-10
49,1.19e-09
50,3.065e-09
51,5.588e-09
52,4.304e-09
53,3.953e-09
54,4.29e-09
55,3.924e-09
56,1.476e-09
57,-2.757e-09
58,-7.314e-10
59,4.412e-10
60,-1.064e-10
61,2.119e-09
62,-1.037e-09
63,-1.247e-07
64,-6.26e-08
65,6.569e-07
66,1.053e-07
67,5.316e-08
68,3.945e-08
0,1.73e-07
1,1.058e-07
2,1.025e-07
3,1.446e-08
4,2.242e-08
5,1.933e-08
6,1.199e-08
7,-6.537e-08
8,-6.895e-08
9,-5.177e-08
10,-3.052e-08
11,-1.634e-08
12,-1.362e-08
13,-1.201e-08
14,-1.068e-08
15,-8.667e-09
16,7.236e-08
17,5.04e-08
18,3.802e-08
19,2.681e-08
20,2.067e-08
21,1.695e-08
22,1.207e-08
23,7.945e-09
24,5.159e-09
25,3.496e-09
26,3.273e-09
27,3.364e-09
28,3.548e-09
29,4.667e-09
30,6.497e-09
31,6.202e-09
32,6.625e-09
33,4.054e-09
34,2.617e-09
35,1.284e-09
36,3.947e-10
37,2.732e-10
38,4.167e-10
39,4.366e-10
40,4.567e-10
41,3.993e-10
42,2.974e-10
43,-9.263e-11
44,-3.243e-10
45,-7.183e-10
46,-1.038e-09
47,5.254e-10
48,2.949e-10
49,7.114e-10
50,2.576e-09
51,5.278e-09
52,6.321e-09
53,4.414e-09
54,3.219e-09
55,3.193e-09
56,4.002e-09
57,9.74e-09
58,8.452e-09
59,4.993e-09
60,4.959e-09
61,3.603e-09
62,2.272e-09
63,-4.972e-08
64,-3.203e-08
65,3.82e-07
66,8.157e-08
67,5.9e-08
68,4.94e-08
0,-8.344e-07
1,-4.332e-07
2,-2.372e-07
3,-2.6e-07
4,-1.587e-07
5,-1.055e-07
6,-6.264e-08
7,-2.088e-07
8,-1.609e-07
9,-1.195e-07
10,-7.272e-08
11,-6.05e-08
12,-3.925e-08
13,-3.812e-08
14,-2.465e-08
15,-2.45e-08
16,4.995e-08
17,4.145e-08
18,3.507e-08
19,2.692e-08
20,1.853e-08
21,1.925e-08
22,1.52e-08
23,1.127e-08
24,8.962e-09
25,6.808e-09
26,2.768e-09
27,4.605e-09
28,7.69e-09
29,5.464e-09
30,1.083e-08
31,7.471e-09
32,6.692e-09
33,4.422e-09
34,3.621e-09
35,1.103e-09
36,8.555e-10
37,1.369e-09
38,-4.856e-11
39,9.389e-10
40,1.361e-10
41,6.298e-11
42,-1.563e-09
43,-2.692e-09
44,-3.156e-09
45,-2.529e-09
46,-2.764e-09
47,-7.06e-10
48,2.933e-09
49,2.468e-10
50,2.196e-09
51,4.59e-09
52,1.135e-08
53,8.276e-09
54,9.216e-09
55,-4.726e-09
56,7.84e-09
57,-2.359e-08
58,3.399e-09
59,7.449e-09
60,-9.769e-09
61,1.114e-08
62,7.304e-09
63,-4.553e-09
64,-4.635e-08
65,8.899e-07
66,1.367e-07
67,4.506e-08
68,2.02e-08
0,-5.21e-06
1,-6.288e-07
2,-3.643e-07
3,-3.217e-07
4,-1.927e-07
5,-1.434e-07
6,-1.007e-07
7,-1.284e-07
8,-1.03e-07
9,-4.495e-08
10,-2.339e-08
11,1.663e-08
12,5.801e-09
13,2.315e-08
14,2.345e-08
15,2.727e-08
16,7.417e-08
17,4.018e-08
18,3.347e-08
19,2.889e-08
20,2.485e-08
21,2.198e-08
22,1.286e-08
23,1.32e-08
24,5.593e-09
25,8.225e-09
26,7.472e-09
27,4.585e-10
28,2.223e-09
29,8.904e-10
30,6.076e-09
31,5.678e-09
32,9.438e-09
33,3.842e-09
34,5.619e-10
35,6.257e-10
36,-2.656e-09
37,5.143e-09
38,4.109e-09
39,2.708e-09
40,2.559e-09
41,1.582e-09
42,-4.984e-09
43,-7.968e-09
44,-1.555e-08
45,-6.483e-09
46,-1.08e-08
47,2.622e-10
48,2.883e-09
49,2.63e-09
50,8.039e-10
51,7.907e-09
52,9.465e-09
53,1.088e-08
54,1.827e-08
55,-2.747e-08
56,1.739e-08
57,-6.616e-08
58,-5.09e-08
59,-1.741e-08
60,5.63e-08
61,-8.828e-09
62,-6.08e-09
63,-1.629e-07
64,-7.007e-08
65,8.672e-07
66,1.099e-07
67,5.696e-08
68,2.925e-08
0,6.949e-08
1,6.572e-08
2,6.181e-08
3,-3.569e-09
4,7.87e-09
5,1.028e-08
6,7.725e-09
7,-4.242e-08
8,-3.989e-08
9,-2.709e-08
10,-1.411e-08
11,-5.558e-09
12,-5.906e-09
13,-5.962e-09
14,-5.741e-09
15,-4.565e-09
16,5.427e-08
17,3.195e-08
18,2.233e-08
19,1.505e-08
20,1.144e-08
21,1.032e-08
22,6.506e-09
23,3.72e-09
24,2.031e-09
25,1.234e-09
26,1.591e-09
27,2.501e-10
28,1.389e-09
29,2.339e-09
30,3.7e-09
31,3.434e-09
32,3.606e-09
33,1.924e-09
34,1.034e-09
35,1.566e-10
36,-3.704e-10
37,-1.775e-10
38,1.461e-10
39,1.265e-10
40,1.716e-10
41,5.856e-10
42,6.167e-10
43,1.08e-10
44,-1.297e-10
45,-3.88e-10
46,-5.074e-10
47,-1.954e-09
48,-5.363e-10
49,2.07e-10
50,1.621e-09
51,3.402e-09
52,2.847e-09
53,2.183e-09
54,8.652e-10
55,9.513e-10
56,3.235e-09
57,8.796e-09
58,1.002e-09
59,5.038e-09
60,5.326e-09
61,2.246e-09
62,2.083e-09
63,-5.048e-08
64,-1.045e-08
65,9.739e-08
66,6.869e-08
67,6.148e-08
68,4.068e-08
0,1.86e-07
1,5.15e-08
2,7.79e-08
3,-5.575e-09
4,1.477e-08
5,1.312e-08
6,8.152e-09
7,-7.67e-08
8,-6.611e-08
9,-4.266e-08
10,-2.273e-08
11,-1.215e-08
12,-1.095e-08
13,-9.739e-09
14,-8.502e-09
15,-6.72e-09
16,5.538e-08
17,3.48e-08
18,2.7e-08
19,1.868e-08
20,1.46e-08
21,1.167e-08
22,7.835e-09
23,5.294e-09
24,3.534e-09
25,2.444e-09
26,2.532e-09
27,2.191e-09
28,3.272e-09
29,4.201e-09
30,5.71e-09
31,4.951e-09
32,4.156e-09
33,3.038e-09
34,1.893e-09
35,9.104e-10
36,2.619e-10
37,3.151e-10
38,2.24e-10
39,3.687e-10
40,3.037e-10
41,1.601e-10
42,9.71e-11
43,-4.662e-10
44,-6.111e-10
45,-8.941e-10
46,-1.102e-09
47,-1.327e-09
48,7.399e-10
49,7.989e-10
50,2.5e-09
51,4.964e-09
52,5.68e-09
53,3.167e-09
54,1.059e-09
55,1.247e-09
56,3.344e-09
57,8.822e-09
58,2.386e-09
59,2.986e-09
60,5.842e-09
61,3.79e-09
62,1.295e-09
63,1.624e-08
64,-2.794e-08
65,2.517e-07
66,1.056e-07
67,8.679e-08
68,4.747e-08
0,-4.726e-06
1,-8.869e-07
2,-6.054e-07
3,-3.721e-07
4,-2.265e-07
5,-1.948e-07
6,-8.288e-08
7,-1.417e-08
8,-3.218e-10
9,2.978e-08
10,1.541e-08
11,2.97e-08
12,2.549e-08
13,4.801e-08
14,3.087e-08
15,2.76e-08
16,-4.195e-08
17,-3.597e-08
18,-2.813e-08
19,3.512e-08
20,-3.719e-08
21,-3.603e-08
22,-2.512e-08
23,-3.792e-08
24,-2.375e-08
25,2.598e-08
26,-1.439e-08
27,-9.156e-09
28,-1.031e-08
29,4.176e-09
30,-2.303e-09
31,8.766e-10
32,-3.419e-09
33,-5.112e-10
34,-6.396e-09
35,-4.654e-09
36,1.164e-08
37,-7.171e-11
38,5.79e-09
39,8.156e-10
40,2.231e-09
41,-6.598e-09
42,-9.799e-09
43,-1.912e-08
44,-9.453e-09
45,-1.507e-08
46,4.138e-09
47,-2.941e-10
48,6.555e-09
49,3.896e-09
50,1.572e-08
51,1.108e-08
52,1.508e-08
53,1.995e-08
54,-2.504e-08
55,1.862e-08
56,-5.446e-08
57,-4.888e-08
58,-2.356e-08
59,6.026e-08
60,-1.211e-08
61,-8.275e-09
62,-5.951e-09
63,-7.27e-09
64,2.275e-08
65,7.925e-09
66,2.971e-09
67,4.998e-09
0,-1.081e-06
1,-4.804e-07
2,-4.127e-07
3,-2.624e-07
4,-1.691e-07
5,-1.056e-07
6,-7.561e-08
7,-4.764e-08
8,-2.532e-08
9,-2.44e-08
10,-2.323e-08
11,-1.179e-08
12,-4.49e-09
13,-1.443e-09
14,3.028e-09
15,-8.413e-09
16,4.267e-09
17,3.319e-09
18,5.315e-09
19,-5.587e-09
20,7.612e-09
21,4.799e-09
22,4.999e-09
23,6.617e-09
24,6.313e-09
25,-6.118e-09
26,-1.322e-08
27,1.736e-09
28,-1.39e-09
29,8.738e-09
30,5.438e-09
31,4.563e-09
32,1.668e-09
33,4.451e-10
34,-2.212e-09
35,-2.638e-09
36,-4.17e-10
37,-1.074e-09
38,3.342e-10
39,-7.206e-10
40,-1.244e-09
41,-3.249e-09
42,-4.766e-09
43,-5.448e-09
44,-4.683e-09
45,-4.75e-09
46,-3.241e-09
47,3.082e-09
48,4.262e-10
49,3.212e-09
50,7.203e-09
51,1.537e-08
52,1.104e-08
53,1.096e-08
54,-2.986e-09
55,1.007e-08
56,-2.036e-08
57,-1.116e-09
58,3.819e-09
59,6.115e-10
60,4.582e-09
61,3.68e-09
62,3.711e-09
63,4.107e-09
64,-4.167e-09
65,-3.184e-10
66,3.943e-10
67,-2.053e-09
0,-1.04e-06
1,-5.584e-07
2,-4.449e-07
3,-2.866e-07
4,-1.785e-07
5,-1.413e-07
6,-7.083e-08
7,-2.545e-08
8,-8.751e-09
9,6.341e-09
10,5.064e-10
11,1.118e-08
12,1.252e-08
13,2.481e-08
14,1.806e-08
15,1.132e-08
16,-2.207e-08
17,-1.765e-08
18,-1.351e-08
19,1.683e-08
20,-1.865e-08
21,-1.746e-08
22,-1.211e-08
23,-1.732e-08
24,-1.082e-08
25,1.156e-08
26,-5.666e-09
27,-5.699e-09
28,-3.641e-09
29,3.181e-09
30,1.364e-09
31,3.258e-09
32,-1.059e-09
33,-1.35e-09
34,-3.786e-09
35,-4.34e-09
36,3.972e-09
37,3.735e-10
38,1.767e-09
39,7.193e-10
40,5.928e-10
41,-2.801e-09
42,-5.601e-09
43,-1.046e-08
44,-5.961e-09
45,-8.551e-09
46,3.105e-10
47,1.039e-10
48,3.202e-09
49,3.042e-09
50,1.01e-08
51,7.651e-09
52,9.299e-09
53,1.19e-08
54,-1.037e-08
55,1.069e-08
56,-2.678e-08
57,-2.659e-08
58,-1.216e-08
59,2.746e-08
60,-5.189e-09
61,-4.158e-09
62,-1.845e-09
63,-2.876e-09
64,1.026e-08
65,4.134e-09
66,1.834e-09
67,2.504e-09
0,1.099e-08
1,2.496e-08
2,-2.87e-08
3,-4.427e-08
4,-5.477e-08
5,-6.684e-08
6,-7.269e-08
7,-7.182e-08
8,-6.64e-08
9,-6.431e-08
10,-6.28e-08
11,-5.49e-08
12,-4.718e-08
13,-4.005e-08
14,-3.358e-08
15,-3.872e-08
16,-3.584e-08
17,-3.206e-08
18,-2.785e-08
19,-2.685e-08
20,-2.763e-08
21,-2.493e-08
22,-2.163e-08
23,-1.879e-08
24,-1.612e-08
25,-2.147e-08
26,-2.021e-08
27,-1.913e-08
28,-1.779e-08
29,-1.562e-08
30,-1.371e-08
31,-1.198e-08
32,-1.344e-08
33,-1.391e-08
34,-1.511e-08
35,-1.591e-08
36,-1.555e-08
37,-1.463e-08
38,-1.46e-08
39,-1.373e-08
40,-1.069e-08
41,-1.031e-08
42,-9.947e-09
43,-9.76e-09
44,-9.738e-09
45,-9.759e-09
46,-9.706e-09
47,-9.395e-09
48,-8.879e-09
49,-7.823e-09
50,-5.68e-09
51,-2.874e-09
52,-1.664e-09
53,-1.997e-10
54,-7.248e-10
55,-6.39e-09
56,-2.618e-08
57,-2.526e-08
58,-2.409e-08
59,-2.2e-08
60,-1.999e-08
61,-1.828e-08
62,-1.662e-08
63,-1.547e-08
64,-1.516e-08
65,-1.437e-08
66,-1.38e-08
67,-1.279e-08
0,-2.441e-09
1,-1.198e-08
2,-9.983e-08
3,-9.121e-08
4,-6.766e-08
5,-4.418e-08
6,-3.077e-08
7,-1.833e-08
8,-6.052e-09
9,-6.503e-09
10,-7.704e-09
11,-2.763e-09
12,1.853e-09
13,4.327e-09
14,6.216e-09
15,-4.38e-09
16,-2.78e-09
17,-9.397e-10
18,4.549e-10
19,1.603e-10
20,1.098e-09
21,-4.822e-10
22,-6.566e-11
23,5.765e-10
24,1.143e-09
25,-3.026e-09
26,-4.497e-09
27,-2.481e-10
28,2.366e-09
29,6.575e-09
30,5.985e-09
31,3.365e-09
32,3.335e-09
33,1.54e-09
34,-6.663e-10
35,-1.341e-09
36,3.869e-10
37,-1.023e-09
38,-1.073e-11
39,-4.012e-10
40,-1.571e-09
41,-2.251e-09
42,-2.535e-09
43,-2.923e-09
44,-3.245e-09
45,-3.072e-09
46,-1.049e-09
47,-8.316e-10
48,1.192e-09
49,3.937e-09
50,7.515e-09
51,6.443e-09
52,6.147e-09
53,5.916e-09
54,5.578e-09
55,3.011e-09
56,-2.377e-10
57,5.409e-10
58,1.011e-09
59,9.771e-10
60,2.15e-09
61,1.971e-10
62,2.373e-09
63,1.123e-09
64,1.63e-09
65,1.528e-09
66,1.077e-09
67,3.881e-10
0,-3.098e-08
1,9.54e-08
2,6.147e-09
3,1.49e-08
4,1.862e-08
5,1.278e-08
6,9.496e-09
7,1.249e-08
8,1.746e-08
9,1.174e-08
10,5.862e-09
11,8.713e-09
12,1.098e-08
13,1.226e-08
14,1.286e-08
15,8.926e-10
16,9.683e-10
17,2.238e-09
18,3.938e-09
19,2.314e-09
20,-3.48e-09
21,-1.066e-09
22,2.355e-09
23,4.354e-09
24,5.81e-09
25,-4.97e-09
26,-5.944e-09
27,-1.979e-09
28,7.113e-10
29,4.269e-09
30,4.767e-09
31,5.767e-09
32,1.768e-09
33,2.301e-10
34,-1.332e-09
35,-2.37e-09
36,-2.437e-09
37,-1.423e-09
38,-1.06e-09
39,-7.557e-10
40,-6.412e-10
41,-5.763e-10
42,-1.007e-09
43,-1.272e-09
44,-1.721e-09
45,-1.832e-09
46,3.635e-10
47,-1.467e-11
48,5.683e-10
49,3.228e-09
50,7.036e-09
51,9.586e-09
52,6.738e-09
53,5.263e-09
54,5.373e-09
55,5.524e-09
56,9.907e-09
57,8.035e-09
58,4.846e-09
59,4.39e-09
60,3.316e-09
61,2.236e-09
62,1.924e-09
63,1.613e-09
64,1.797e-09
65,1.486e-09
66,1.162e-09
67,9.243e-10
0,-1.15e-06
1,-5.125e-07
2,-4.254e-07
3,-2.704e-07
4,-1.752e-07
5,-1.055e-07
6,-8.031e-08
7,-5.451e-08
8,-3.093e-08
9,-3.245e-08
10,-2.901e-08
11,-1.7e-08
12,-8.438e-09
13,-6.767e-09
14,-5.222e-11
15,-1.229e-08
16,9.441e-09
17,6.711e-09
18,8.621e-09
19,-9.635e-09
20,1.268e-08
21,8.198e-09
22,7.891e-09
23,1.013e-08
24,9.019e-09
25,-9.197e-09
26,-1.527e-08
27,2.332e-09
28,-2.275e-09
29,9.694e-09
30,5.27e-09
31,4.719e-09
32,1.359e-09
33,8.593e-10
34,-2.514e-09
35,-2.285e-09
36,-7.828e-10
37,-1.539e-09
38,1.829e-10
39,-1.078e-09
40,-1.572e-09
41,-3.618e-09
42,-5.015e-09
43,-5.736e-09
44,-4.675e-09
45,-4.82e-09
46,-9.883e-10
47,3.409e-09
48,1.985e-10
49,3.052e-09
50,6.735e-09
51,1.591e-08
52,1.176e-08
53,1.163e-08
54,-4.27e-09
55,1.136e-08
56,-2.382e-08
57,4.798e-09
58,4.889e-09
59,-5.23e-09
60,7.141e-09
61,5.468e-09
62,5.54e-09
63,6.181e-09
64,-9.235e-09
65,-1.583e-09
66,-2.326e-11
67,-2.424e-09
0,-5.449e-06
1,-9.023e-07
2,-6.059e-07
3,-3.738e-07
4,-2.289e-07
5,-1.832e-07
6,-8.589e-08
7,-2.736e-08
8,-5.687e-09
9,1.435e-08
10,6.029e-09
11,1.809e-08
12,1.968e-08
13,3.56e-08
14,2.658e-08
15,1.952e-08
16,-3.502e-08
17,-2.762e-08
18,-2.49e-08
19,2.727e-08
20,-2.847e-08
21,-2.746e-08
22,-2.189e-08
23,-2.916e-08
24,-2.152e-08
25,2.101e-08
26,-9.727e-09
27,-1.374e-08
28,-5.867e-09
29,-5.07e-10
30,2.06e-09
31,9.983e-09
32,8.654e-10
33,-4.677e-09
34,-3.318e-09
35,-8.472e-09
36,4.723e-09
37,5.167e-09
38,1.78e-09
39,3.703e-09
40,1.387e-10
41,-7.092e-09
42,-1.117e-08
43,-2.013e-08
44,-9.944e-09
45,-1.54e-08
46,1.265e-09
47,3.595e-09
48,3.394e-09
49,3.382e-10
50,1.1e-08
51,1.363e-08
52,1.402e-08
53,2.125e-08
54,-2.722e-08
55,2.028e-08
56,-6.127e-08
57,-4.73e-08
58,-2.055e-08
59,5.222e-08
60,-7.325e-09
61,-4.343e-09
62,-2.092e-09
63,-2.285e-09
64,1.109e-08
65,4.63e-09
66,2.401e-09
67,3.194e-09
0,7.034e-09
1,7.173e-08
2,2.963e-10
3,6.89e-09
4,1.245e-08
5,6.953e-09
6,6.475e-09
7,9.0e-09
8,1.229e-08
9,7.475e-09
10,3.484e-09
11,6.45e-09
12,8.268e-09
13,9.084e-09
14,9.256e-09
15,-4.075e-10
16,3.041e-10
17,1.201e-09
18,2.292e-09
19,1.148e-09
20,-3.929e-09
21,-9.171e-10
22,2.397e-09
23,3.927e-09
24,4.99e-09
25,-4.821e-09
26,-5.578e-10
27,-4.711e-10
28,6.349e-10
29,2.747e-09
30,2.788e-09
31,3.315e-09
32,1.629e-10
33,-7.113e-10
34,-1.735e-09
35,-2.377e-09
36,-1.848e-09
37,-1.027e-09
38,-1.01e-09
39,-5.261e-10
40,4.83e-10
41,4.673e-10
42,-2.493e-10
43,-5.787e-10
44,-8.974e-10
45,-8.841e-10
46,-3.005e-09
47,-9.638e-10
48,6.307e-11
49,2.072e-09
50,4.569e-09
51,4.266e-09
52,3.507e-09
53,1.696e-09
54,2.086e-09
55,4.0e-09
56,8.242e-09
57,2.182e-09
58,4.4e-09
59,3.905e-09
60,1.885e-09
61,1.702e-09
62,8.692e-10
63,1.017e-09
64,9.711e-10
65,7.778e-10
66,6.401e-10
67,4.583e-10
0,-6.915e-08
1,8.957e-08
2,-8.938e-09
3,8.204e-09
4,1.263e-08
5,8.164e-09
6,5.683e-09
7,9.317e-09
8,1.41e-08
9,7.559e-09
10,2.687e-09
11,6.159e-09
12,8.248e-09
13,9.125e-09
14,9.445e-09
15,-3.024e-10
16,4.829e-10
17,1.733e-09
18,3.182e-09
19,1.474e-09
20,-2.243e-09
21,2.223e-10
22,2.276e-09
23,3.319e-09
24,4.226e-09
25,-5.045e-09
26,-2.352e-09
27,-1.802e-09
28,1.217e-09
29,4.271e-09
30,4.03e-09
31,3.121e-09
32,1.784e-09
33,2.777e-10
34,-9.048e-10
35,-1.691e-09
36,-1.408e-09
37,-7.325e-10
38,-4.521e-10
39,-4.341e-10
40,-6.901e-10
41,-6.149e-10
42,-1.292e-09
43,-1.454e-09
44,-1.754e-09
45,-1.714e-09
46,-2.097e-09
47,7.688e-10
48,8.315e-10
49,3.265e-09
50,6.735e-09
51,8.879e-09
52,4.803e-09
53,2.612e-09
54,3.078e-09
55,4.432e-09
56,8.641e-09
57,3.21e-09
58,3.025e-09
59,4.909e-09
60,2.819e-09
61,1.598e-09
62,1.716e-09
63,1.04e-09
64,1.236e-09
65,1.087e-09
66,8.686e-10
67,5.274e-10
0,-4.577e-06
1,-9.636e-07
2,-4.762e-07
3,-2.724e-07
4,-2.342e-07
5,-3.094e-07
6,-1.356e-08
7,3.332e-08
8,4.186e-08
9,4.855e-08
10,4.041e-08
11,3.947e-08
12,4.285e-08
13,3.297e-08
14,3.16e-08
15,-4.411e-08
16,-2.659e-08
17,-3.48e-08
18,4.065e-08
19,-3.823e-08
20,-2.967e-08
21,-3.315e-08
22,-3.606e-08
23,-3.573e-08
24,2.905e-08
25,-2.238e-08
26,-2.007e-08
27,-8.019e-08
28,-1.896e-07
29,-3.64e-08
30,2.08e-08
31,-3.355e-08
32,-9.665e-08
33,-2.598e-08
34,-9.001e-08
35,-1.696e-08
36,6.177e-08
37,-2.272e-08
38,3.632e-08
39,1.55e-08
40,1.023e-08
41,-6.331e-08
42,1.166e-07
43,9.639e-08
44,8.532e-08
45,1.031e-07
46,-7.366e-10
47,7.714e-08
48,5.452e-08
49,8.466e-08
50,-1.352e-08
51,1.234e-08
52,2.397e-08
53,-4.822e-08
54,2.726e-08
55,-6.268e-08
56,-4.785e-08
57,-1.098e-08
58,5.167e-08
59,-8.741e-09
60,-5.696e-09
61,-3.868e-09
62,-4.823e-09
63,2.159e-08
64,9.131e-09
65,4.666e-09
66,5.857e-09
0,-8.932e-07
1,-4.988e-07
2,-2.951e-07
3,-1.941e-07
4,-1.32e-07
5,-2.529e-07
6,-3.458e-08
7,-2.393e-09
8,-6.702e-09
9,-3.125e-09
10,-3.002e-09
11,-3.553e-09
12,-4.577e-09
13,-3.153e-09
14,-2.865e-10
15,8.812e-09
16,7.453e-09
17,5.227e-09
18,6.878e-09
19,6.769e-09
20,5.572e-09
21,2.694e-09
22,1.44e-09
23,2.415e-10
24,2.765e-09
25,-6.365e-09
26,-1.094e-08
27,-1.065e-07
28,-7.794e-08
29,-5.304e-08
30,-4.231e-08
31,-4.664e-08
32,-4.219e-08
33,-3.98e-08
34,-3.312e-08
35,-9.386e-09
36,-1.094e-08
37,-7.509e-09
38,-8.091e-09
39,-1.944e-09
40,-1.406e-08
41,-2.637e-08
42,1.06e-07
43,8.932e-08
44,6.108e-08
45,4.276e-08
46,2.889e-08
47,2.48e-08
48,1.684e-08
49,1.388e-08
50,4.058e-09
51,4.187e-09
52,4.729e-09
53,2.116e-10
54,4.13e-09
55,-2.413e-09
56,6.648e-10
57,9.721e-09
58,3.354e-10
59,6.936e-09
60,5.822e-09
61,5.38e-09
62,5.909e-09
63,-5.322e-09
64,-4.351e-10
65,8.657e-11
66,-3.003e-09
0,-9.645e-07
1,-5.767e-07
2,-3.347e-07
3,-2.124e-07
4,-1.714e-07
5,-2.252e-07
6,-1.29e-08
7,1.712e-08
8,1.904e-08
9,2.382e-08
10,1.937e-08
11,1.858e-08
12,2.022e-08
13,1.562e-08
14,1.71e-08
15,-1.993e-08
16,-1.181e-08
17,-1.625e-08
18,2.384e-08
19,-1.806e-08
20,-1.43e-08
21,-1.676e-08
22,-1.881e-08
23,-1.863e-08
24,1.612e-08
25,-6.122e-09
26,-1.269e-08
27,-5.939e-08
28,-1.036e-07
29,-2.652e-08
30,-9.438e-09
31,-2.908e-08
32,-5.705e-08
33,-2.36e-08
34,-5.096e-08
35,-2.271e-08
36,1.755e-08
37,-1.928e-08
38,9.031e-09
39,1.014e-10
40,1.606e-09
41,-2.784e-08
42,8.493e-08
43,6.941e-08
44,5.744e-08
45,6.073e-08
46,7.951e-09
47,4.529e-08
48,3.201e-08
49,4.564e-08
50,-4.737e-09
51,7.688e-09
52,1.311e-08
53,-2.332e-08
54,1.433e-08
55,-3.088e-08
56,-2.661e-08
57,-4.74e-09
58,2.359e-08
59,-3.873e-09
60,-2.626e-09
61,-7.242e-10
62,-1.669e-09
63,1.06e-08
64,5.023e-09
65,2.718e-09
66,3.259e-09
0,2.112e-08
1,2.139e-08
2,5.399e-09
3,-1.297e-08
4,-3.151e-08
5,-7.168e-08
6,-4.56e-08
7,-3.966e-08
8,-3.948e-08
9,-3.583e-08
10,-3.492e-08
11,-3.449e-08
12,-3.395e-08
13,-3.248e-08
14,-2.635e-08
15,-1.829e-08
16,-1.555e-08
17,-1.359e-08
18,-9.84e-09
19,-4.698e-09
20,-4.542e-09
21,-4.944e-09
22,-5.252e-09
23,-5.116e-09
24,-2.755e-09
25,-2.729e-09
26,-3.079e-09
27,-1.559e-08
28,-2.23e-08
29,-2.7e-08
30,-3.218e-08
31,-4.514e-08
32,-5.252e-08
33,-5.674e-08
34,-5.885e-08
35,-5.837e-08
36,-5.442e-08
37,-5.179e-08
38,-4.864e-08
39,-4.874e-08
40,-4.437e-08
41,-4.029e-08
42,-3.33e-08
43,-2.237e-08
44,-1.706e-08
45,-1.069e-08
46,-6.365e-09
47,-3.785e-09
48,-2.64e-09
49,-2.63e-09
50,-4.008e-09
51,-5.094e-09
52,-4.969e-09
53,-4.395e-09
54,-4.81e-09
55,-9.522e-09
56,-9.994e-09
57,-1.052e-08
58,-9.605e-09
59,-9.037e-09
60,-8.617e-09
61,-8.057e-09
62,-7.594e-09
63,-7.498e-09
64,-7.261e-09
65,-7.31e-09
66,-7.095e-09
0,1.206e-08
1,-2.768e-08
2,-4.102e-08
3,-4.325e-08
4,-4.394e-08
5,-1.473e-07
6,-1.82e-08
7,1.627e-08
8,1.132e-08
