lag,response
22,1.078e-08
23,8.72e-09
24,2.041e-08
25,1.852e-08
26,1.783e-08
27,1.712e-08
28,1.655e-08
29,1.578e-08
30,1.461e-08
31,1.375e-08
32,1.297e-08
33,1.223e-08
34,1.154e-08
35,1.098e-08
36,1.033e-08
37,9.765e-09
38,9.262e-09
39,8.85e-09
40,8.548e-09
41,8.275e-09
42,7.872e-09
43,7.844e-09
44,7.878e-09
45,6.758e-09
46,3.197e-09
47,2.911e-09
48,2.722e-09
49,2.901e-09
50,3.097e-09
51,3.129e-09
52,3.088e-10
53,6.035e-10
54,4.25e-08
55,3.264e-09
56,-1.198e-09
57,-1.72e-09
0,3.377e-08
1,3.866e-08
2,2.407e-08
3,1.497e-08
4,9.038e-09
5,4.494e-09
6,3.123e-09
7,1.995e-09
8,1.511e-09
9,1.338e-09
10,1.109e-09
11,8.395e-10
12,8.438e-10
13,9.262e-10
14,9.278e-10
15,3.831e-10
16,2.726e-10
17,7.468e-10
18,-1.442e-08
19,-8.773e-09
20,-5.031e-09
21,-3.486e-09
22,-2.317e-09
23,-2.879e-09
24,3.217e-09
25,4.072e-09
26,2.195e-09
27,1.966e-09
28,1.147e-09
29,1.19e-09
30,1.05e-09
31,8.103e-10
32,6.415e-10
33,4.147e-10
34,2.015e-10
35,1.197e-10
36,2.124e-10
37,2.311e-10
38,3.436e-10
39,4.777e-10
40,6.72e-10
41,5.028e-10
42,4.483e-10
43,5.02e-10
44,4.61e-10
45,1.798e-10
46,-4.108e-10
47,-2.164e-10
48,1.206e-10
49,-5.398e-11
50,4.815e-10
51,-5.353e-10
52,-1.639e-08
53,-9.205e-09
54,6.986e-08
55,1.044e-09
56,-3.502e-09
57,-2.974e-09
0,-4.132e-07
1,-3.858e-07
2,-2.734e-07
3,-1.777e-07
4,-1.149e-07
5,-7.63e-08
6,-5.091e-08
7,-3.323e-08
8,-2.181e-08
9,-1.51e-08
10,-1.086e-08
11,-7.08e-09
12,-4.438e-09
13,-2.804e-09
14,-1.668e-09
15,-2.445e-09
16,-2.024e-09
17,-1.224e-09
18,-6.105e-09
19,-5.556e-09
20,-4.181e-09
21,-3.259e-09
22,-3.955e-09
23,-3.894e-09
24,6.045e-09
25,4.635e-09
26,3.696e-09
27,2.573e-09
28,1.872e-09
29,1.363e-09
30,1.027e-09
31,6.829e-10
32,4.363e-10
33,2.35e-10
34,4.696e-11
35,-5.122e-11
36,5.405e-11
37,1.937e-11
38,4.76e-11
39,1.948e-10
40,4.169e-10
41,4.242e-10
42,2.817e-10
43,1.626e-10
44,1.324e-10
45,3.187e-10
46,1.112e-09
47,1.201e-09
48,6.638e-10
49,7.448e-10
50,5.41e-10
51,1.141e-10
52,-6.852e-09
53,-4.732e-09
54,4.128e-08
55,3.247e-09
56,1.338e-09
57,1.535e-09
0,4.902e-08
1,5.346e-08
2,4.149e-08
3,3.164e-08
4,2.316e-08
5,1.625e-08
6,1.497e-08
7,1.093e-08
8,8.889e-09
9,5.057e-09
10,6.551e-09
11,4.704e-09
12,4.167e-09
13,3.66e-09
14,3.341e-09
15,6.642e-10
16,-1.486e-10
17,1.596e-09
18,-1.209e-08
19,-8.68e-09
20,-5.472e-09
21,-3.083e-09
22,-4.397e-09
23,-5.052e-09
24,7.956e-09
25,4.734e-09
26,3.712e-09
27,3.144e-09
28,1.617e-09
29,1.732e-09
30,1.539e-09
31,1.368e-09
32,8.732e-10
33,6.585e-10
34,3.906e-10
35,4.796e-10
36,2.76e-10
37,6.292e-10
38,3.219e-10
39,4.516e-10
40,6.07e-10
41,1.203e-09
42,8.875e-10
43,1.071e-09
44,-2.98e-10
45,6.691e-10
46,-2.084e-09
47,1.411e-09
48,1.905e-09
49,-9.491e-10
50,2.337e-09
51,7.344e-10
52,-6.788e-10
53,-7.933e-09
54,9.639e-08
55,-9.123e-10
56,-7.898e-09
57,-5.75e-09
0,5.103e-08
1,5.844e-08
2,4.876e-08
3,4.052e-08
4,3.003e-08
5,2.491e-08
6,1.256e-08
7,9.692e-09
8,6.645e-09
9,1.196e-08
10,2.415e-09
11,1.466e-09
12,9.696e-10
13,-5.763e-10
14,-2.629e-10
15,4.921e-09
16,1.731e-10
17,-5.157e-10
18,-3.36e-09
19,-1.835e-08
20,-9.18e-11
21,-1.067e-09
22,2.673e-09
23,-7.917e-09
24,8.102e-09
25,4.319e-09
26,2.873e-09
27,5.277e-09
28,9.765e-10
29,3.078e-09
30,1.886e-09
31,8.839e-10
32,1.829e-10
33,-8.907e-10
34,-1.28e-10
35,-8.063e-10
36,4.778e-10
37,6.608e-10
38,5.833e-10
39,4.148e-10
40,9.568e-10
41,1.054e-09
42,1.274e-09
43,2.147e-09
44,-3.05e-09
45,1.965e-09
46,-7.798e-09
47,-3.128e-09
48,1.311e-09
49,3.418e-09
50,-7.686e-10
51,-9.648e-10
52,-2.166e-08
53,-9.61e-09
54,9.182e-08
55,1.041e-09
56,-7.18e-09
57,-8.9e-09
0,-4.339e-06
1,-7.283e-07
2,-3.125e-07
3,-1.631e-07
4,-9.29e-08
5,-5.438e-08
6,-3.533e-08
7,-2.251e-08
8,-1.453e-08
9,-9.977e-09
10,-7.178e-09
11,-4.63e-09
12,-2.783e-09
13,-1.747e-09
14,-1.01e-09
15,-1.883e-09
16,-1.143e-09
17,-8.293e-10
18,-4.293e-09
19,-3.324e-09
20,-2.343e-09
21,-1.754e-09
22,-2.804e-09
23,-2.802e-09
24,7.298e-09
25,3.989e-09
26,2.421e-09
27,1.694e-09
28,1.275e-09
29,8.746e-10
30,4.787e-10
31,3.436e-10
32,1.888e-10
33,6.869e-11
34,-3.45e-11
35,-7.257e-11
36,-2.097e-10
37,-9.348e-11
38,-3.087e-11
39,8.473e-11
40,2.347e-10
41,1.537e-10
42,9.397e-11
43,-9.164e-12
44,-4.492e-11
45,2.937e-10
46,1.062e-09
47,-1.18e-10
48,8.581e-10
49,9.96e-10
50,4.06e-10
51,2.309e-10
52,-6.836e-09
53,-1.564e-09
54,8.613e-09
55,5.453e-09
56,5.107e-09
57,3.206e-09
0,-1.734e-07
1,-1.742e-07
2,-1.183e-07
3,-8.11e-08
4,-5.532e-08
5,-3.778e-08
6,-2.59e-08
7,-1.746e-08
8,-1.161e-08
9,-8.136e-09
10,-5.645e-09
11,-3.708e-09
12,-2.24e-09
13,-1.341e-09
14,-6.873e-10
15,-1.511e-09
16,-8.734e-10
17,-5.927e-10
18,-5.512e-09
19,-4.242e-09
20,-2.958e-09
21,-2.557e-09
22,-2.338e-09
23,-2.598e-09
24,5.22e-09
25,3.269e-09
26,2.535e-09
27,1.625e-09
28,1.176e-09
29,8.788e-10
30,7.639e-10
31,5.426e-10
32,3.38e-10
33,1.798e-10
34,3.101e-11
35,-2.797e-11
36,-5.287e-11
37,1.119e-10
38,1.107e-10
39,2.435e-10
40,4.445e-10
41,4.22e-10
42,2.492e-10
43,2.01e-11
44,-7.896e-12
45,3.469e-10
46,1.101e-09
47,1.762e-10
48,3.613e-10
49,1.009e-09
50,8.345e-10
51,-5.016e-11
52,2.144e-09
53,-4.339e-09
54,2.7e-08
55,8.531e-09
56,6.172e-09
57,2.311e-09
0,2.393e-08
1,3.692e-08
2,3.639e-08
3,2.862e-08
4,2.028e-08
5,1.022e-08
6,7.289e-09
7,5.351e-09
8,9.874e-09
9,7.59e-10
10,-4.288e-10
11,9.189e-11
12,-1.814e-09
13,-3.978e-10
14,3.998e-09
15,-1.71e-09
16,6.637e-10
17,-9.728e-09
18,-2.272e-08
19,-4.285e-09
20,5.559e-09
21,4.057e-10
22,-1.226e-08
23,6.667e-09
24,5.142e-09
25,4.558e-09
26,4.346e-09
27,1.691e-09
28,2.687e-09
29,1.85e-09
30,5.592e-10
31,-2.159e-11
32,-1.286e-09
33,-4.306e-10
34,-1.349e-09
35,7.328e-10
36,3.881e-10
37,8.548e-10
38,6.473e-10
39,1.5e-09
40,9.869e-10
41,1.53e-09
42,2.252e-09
43,-3.04e-09
44,2.204e-09
45,-8.096e-09
46,-6.424e-09
47,-2.424e-09
48,9.299e-09
49,-2.646e-09
50,-2.065e-09
51,-2.526e-08
52,-2.428e-09
53,8.92e-08
54,-8.209e-09
55,-6.807e-09
56,-6.341e-09
0,2.054e-08
1,3.349e-08
2,2.617e-08
3,1.91e-08
4,1.215e-08
5,1.135e-08
6,7.786e-09
7,6.042e-09
8,3.043e-09
9,4.091e-09
10,2.667e-09
11,2.377e-09
12,2.068e-09
13,1.95e-09
14,9.452e-11
15,-4.77e-10
16,1.015e-09
17,-1.187e-08
18,-8.903e-09
19,-5.382e-09
20,-3.555e-09
21,-4.024e-09
22,-4.96e-09
23,7.623e-09
24,4.863e-09
25,3.774e-09
26,2.827e-09
27,1.724e-09
28,1.639e-09
29,1.5e-09
30,1.21e-09
31,7.34e-10
32,4.779e-10
33,2.147e-10
34,3.108e-10
35,5.221e-11
36,5.878e-10
37,3.008e-10
38,4.782e-10
39,7.303e-10
40,1.349e-09
41,9.995e-10
42,1.146e-09
43,-2.97e-10
44,8.395e-10
45,-2.421e-09
46,-3.223e-10
47,1.322e-09
48,-9.257e-10
49,1.358e-09
50,1.023e-09
51,-5.395e-10
52,-6.049e-09
53,9.63e-08
54,7.347e-10
55,-8.801e-09
56,-7.333e-09
0,1.629e-08
1,2.791e-08
2,2.593e-08
3,2.072e-08
4,1.42e-08
5,8.627e-09
6,6.478e-09
7,4.857e-09
8,6.695e-09
9,1.59e-09
10,7.793e-10
11,7.508e-10
12,-2.253e-10
13,2.895e-10
14,2.252e-09
15,-4.17e-10
16,3.316e-10
17,-6.871e-09
18,-1.225e-08
19,-2.757e-09
20,6.515e-10
21,-9.823e-10
22,-6.998e-09
23,8.079e-09
24,4.796e-09
25,3.427e-09
26,3.19e-09
27,1.528e-09
28,1.91e-09
29,1.375e-09
30,7.7e-10
31,2.517e-10
32,-4.859e-10
33,-1.654e-10
34,-6.198e-10
35,3.231e-10
36,2.966e-10
37,5.093e-10
38,4.897e-10
39,9.938e-10
40,7.035e-10
41,9.497e-10
42,1.316e-09
43,-1.288e-09
44,1.217e-09
45,-4.016e-09
46,-3.794e-09
47,-1.216e-09
48,3.915e-09
49,-1.3e-09
50,-9.759e-10
51,-1.641e-08
52,-3.167e-09
53,6.437e-08
54,-9.905e-10
55,-4.581e-09
56,-3.638e-09
0,1.605e-08
1,3.454e-08
2,3.779e-08
3,3.819e-08
4,3.604e-08
5,3.545e-08
6,3.374e-08
7,3.192e-08
8,3.006e-08
9,2.814e-08
10,2.601e-08
11,2.417e-08
12,2.244e-08
13,2.092e-08
14,1.894e-08
15,1.748e-08
16,1.621e-08
17,1.358e-08
18,1.184e-08
19,1.045e-08
20,9.578e-09
21,7.172e-09
22,5.465e-09
23,1.729e-08
24,1.56e-08
25,1.503e-08
26,1.442e-08
27,1.394e-08
28,1.329e-08
29,1.228e-08
30,1.153e-08
31,1.085e-08
32,1.02e-08
33,9.58e-09
34,9.084e-09
35,8.513e-09
36,8.022e-09
37,7.594e-09
38,7.26e-09
39,7.049e-09
40,6.88e-09
41,6.555e-09
42,6.569e-09
43,6.569e-09
44,5.526e-09
45,1.901e-09
46,1.699e-09
47,1.6e-09
48,1.789e-09
49,1.938e-09
50,2.036e-09
51,-6.071e-10
52,-6.241e-11
53,4.18e-08
54,2.682e-09
55,-2.801e-09
56,-3.229e-09
0,1.455e-08
1,2.522e-08
2,1.255e-08
3,5.48e-09
4,9.487e-11
5,-8.111e-10
6,-1.586e-09
7,-1.624e-09
8,-1.311e-09
9,-1.206e-09
10,-1.03e-09
11,-6.682e-10
12,-2.938e-10
13,-6.021e-11
14,-3.892e-10
15,-2.978e-10
16,2.796e-10
17,-1.479e-08
18,-9.082e-09
19,-5.282e-09
20,-3.735e-09
21,-2.529e-09
22,-2.9e-09
23,3.177e-09
24,4.07e-09
25,2.252e-09
26,1.966e-09
27,1.172e-09
28,1.167e-09
29,9.93e-10
30,7.405e-10
31,5.521e-10
32,3.038e-10
33,7.888e-11
34,9.081e-12
35,1.397e-10
36,1.663e-10
37,3.145e-10
38,4.967e-10
39,7.518e-10
40,5.769e-10
41,5.22e-10
42,5.748e-10
43,5.291e-10
44,2.248e-10
45,-3.738e-10
46,-1.021e-10
47,9.014e-11
48,-1.953e-10
49,1.882e-10
50,-1.417e-10
51,-1.568e-08
52,-7.991e-09
53,7.05e-08
54,1.826e-09
55,-3.883e-09
56,-3.206e-09
0,-4.341e-07
1,-3.992e-07
2,-2.842e-07
3,-1.865e-07
4,-1.267e-07
5,-8.427e-08
6,-5.503e-08
7,-3.639e-08
8,-2.528e-08
9,-1.771e-08
10,-1.181e-08
11,-7.779e-09
12,-5.211e-09
13,-3.444e-09
14,-3.705e-09
15,-2.92e-09
16,-1.914e-09
17,-6.644e-09
18,-5.973e-09
19,-4.514e-09
20,-3.494e-09
21,-4.08e-09
22,-3.924e-09
23,5.971e-09
24,4.576e-09
25,3.606e-09
26,2.498e-09
27,1.787e-09
28,1.277e-09
29,9.382e-10
30,5.975e-10
31,3.423e-10
32,1.3e-10
33,-6.888e-11
34,-1.645e-10
35,-1.811e-11
36,-5.474e-11
37,-1.28e-11
38,1.812e-10
39,4.684e-10
40,5.371e-10
41,3.467e-10
42,2.112e-10
43,1.958e-10
44,3.432e-10
45,1.152e-09
46,1.071e-09
47,5.934e-10
48,5.239e-10
49,2.993e-10
50,1.907e-10
51,-6.39e-09
52,-4.194e-09
53,4.17e-08
54,3.708e-09
55,1.191e-09
56,1.576e-09
0,2.049e-08
1,3.364e-08
2,2.648e-08
3,1.938e-08
4,1.243e-08
5,1.203e-08
6,8.301e-09
7,6.548e-09
8,2.933e-09
9,4.666e-09
10,3.083e-09
11,2.784e-09
12,2.483e-09
13,2.329e-09
14,-1.863e-10
15,-6.606e-10
16,1.11e-09
17,-1.251e-08
18,-9.012e-09
19,-5.764e-09
20,-3.274e-09
21,-4.461e-09
22,-5.034e-09
23,7.877e-09
24,4.779e-09
25,3.693e-09
26,3.062e-09
27,1.634e-09
28,1.697e-09
29,1.471e-09
30,1.284e-09
31,7.604e-10
32,5.067e-10
33,2.429e-10
34,3.444e-10
35,1.91e-10
36,6.327e-10
37,2.744e-10
38,4.539e-10
39,6.749e-10
40,1.428e-09
41,1.072e-09
42,1.222e-09
43,-4.362e-10
44,9.713e-10
45,-2.796e-09
46,7.266e-10
47,1.647e-09
48,-2.063e-09
49,1.912e-09
50,1.417e-09
51,-6.285e-10
52,-6.4e-09
53,9.649e-08
54,9.973e-10
55,-9.469e-09
56,-8.163e-09
0,2.366e-08
1,3.87e-08
2,3.62e-08
3,2.914e-08
4,2.041e-08
5,9.891e-09
6,7.448e-09
7,5.103e-09
8,9.778e-09
9,8.755e-10
10,1.474e-10
11,-2.116e-11
12,-1.21e-09
13,-5.5e-10
14,3.858e-09
15,-5.181e-10
16,-8.461e-10
17,-3.851e-09
18,-1.887e-08
19,-4.552e-10
20,-1.093e-09
21,3.028e-09
22,-8.02e-09
23,7.634e-09
24,4.406e-09
25,3.284e-09
26,5.135e-09
27,1.13e-09
28,3.05e-09
29,1.836e-09
30,8.017e-10
31,-1.892e-11
32,-1.214e-09
33,-3.803e-10
34,-1.152e-09
35,4.516e-10
36,6.595e-10
37,5.92e-10
38,3.792e-10
39,1.097e-09
40,1.22e-09
41,1.419e-09
42,2.341e-09
43,-3.236e-09
44,2.2e-09
45,-8.364e-09
46,-6.117e-09
47,-1.272e-09
48,6.772e-09
49,-1.518e-09
50,-1.016e-09
51,-2.04e-08
52,-8.503e-09
53,9.232e-08
54,3.201e-09
55,-9.225e-09
56,-8.414e-09
0,-4.354e-06
1,-7.356e-07
2,-3.188e-07
3,-1.68e-07
4,-9.172e-08
5,-5.91e-08
6,-3.738e-08
7,-2.411e-08
8,-1.647e-08
9,-1.142e-08
10,-7.492e-09
11,-4.758e-09
12,-3.146e-09
13,-2.032e-09
14,-2.565e-09
15,-1.698e-09
16,-1.228e-09
17,-4.593e-09
18,-3.553e-09
19,-2.523e-09
20,-1.893e-09
21,-2.823e-09
22,-2.755e-09
23,7.276e-09
24,3.976e-09
25,2.387e-09
26,1.646e-09
27,1.209e-09
28,8.208e-10
29,4.516e-10
30,3.086e-10
31,1.428e-10
32,1.368e-11
33,-9.577e-11
34,-1.306e-10
35,-3.007e-10
36,-1.481e-10
37,-6.649e-11
38,8.365e-11
39,2.758e-10
40,1.994e-10
41,1.286e-10
42,-6.973e-12
43,-1.805e-11
44,3.011e-10
45,1.085e-09
46,-2.872e-11
47,6.617e-10
48,6.887e-10
49,1.911e-10
50,2.116e-10
51,-6.469e-09
52,-1.395e-09
53,8.944e-09
54,5.726e-09
55,5.164e-09
56,2.886e-09
0,-1.928e-07
1,-1.847e-07
2,-1.262e-07
3,-8.771e-08
4,-6.157e-08
5,-4.263e-08
6,-2.917e-08
7,-1.984e-08
8,-1.404e-08
9,-9.521e-09
10,-6.581e-09
11,-4.334e-09
12,-2.88e-09
13,-1.84e-09
14,-2.317e-09
15,-1.503e-09
16,-1.024e-09
17,-5.86e-09
18,-4.509e-09
19,-3.171e-09
20,-2.72e-09
21,-2.453e-09
22,-2.619e-09
23,5.166e-09
24,3.231e-09
25,2.481e-09
26,1.589e-09
27,1.142e-09
28,8.359e-10
29,7.087e-10
30,4.87e-10
31,2.709e-10
32,1.009e-10
33,-5.596e-11
34,-1.089e-10
35,-1.365e-10
36,7.906e-11
37,8.16e-11
38,2.562e-10
39,5.157e-10
40,5.463e-10
41,3.009e-10
42,4.687e-11
43,4.718e-11
44,3.619e-10
45,1.131e-09
46,2.313e-10
47,3.462e-10
48,6.57e-10
49,4.33e-10
50,1.176e-10
51,2.041e-09
52,-3.667e-09
53,2.718e-08
54,8.843e-09
55,6.339e-09
56,2.275e-09
0,2.324e-08
1,3.893e-08
2,3.009e-08
3,3.53e-08
4,2.307e-08
5,1.271e-08
6,1.362e-08
7,1.657e-08
8,1.025e-08
9,2.184e-09
10,6.102e-09
11,-4.506e-10
12,4.71e-09
13,6.571e-09
14,-4.883e-09
15,-4.953e-09
16,-7.277e-09
17,-1.519e-08
18,-2.422e-09
19,-4.768e-09
20,-5.32e-09
21,-5.338e-09
22,1.171e-08
23,-2.284e-09
24,3.287e-09
25,1.33e-08
26,3.471e-09
27,7.495e-09
28,6.18e-09
29,2.497e-09
30,-6.885e-09
31,1.75e-08
32,1.471e-08
33,1.436e-08
34,1.491e-08
35,5.65e-10
36,1.077e-08
37,7.154e-09
38,1.108e-08
39,-2.555e-09
40,1.469e-09
41,2.686e-09
42,-5.328e-09
43,2.859e-09
44,-7.611e-09
45,-6.165e-09
46,-3.007e-09
47,6.134e-09
48,-1.727e-09
49,-1.152e-09
50,-8.046e-10
51,-9.056e-10
52,2.788e-09
53,1.115e-09
54,6.733e-10
55,6.681e-10
0,2.147e-08
1,3.34e-08
2,2.582e-08
3,2.294e-08
4,1.705e-08
5,1.239e-08
6,9.142e-09
7,8.023e-09
8,4.882e-09
9,3.273e-09
10,2.69e-09
11,1.652e-09
12,1.719e-09
13,1.97e-09
14,8.594e-10
15,2.198e-10
16,-1.155e-08
17,-8.553e-09
18,-5.712e-09
19,-5.459e-09
20,-5.0e-09
21,-4.341e-09
22,8.327e-09
23,4.684e-09
24,4.29e-09
25,4.483e-09
26,2.258e-09
27,2.545e-09
28,2.032e-09
29,1.59e-09
30,-2.886e-10
31,1.48e-08
32,1.228e-08
33,7.692e-09
34,5.754e-09
35,4.623e-09
36,3.345e-09
37,1.878e-09
38,8.022e-10
39,9.711e-10
40,8.245e-10
41,9.947e-10
42,-1.161e-09
43,1.174e-09
44,-2.674e-09
45,2.339e-10
46,6.098e-10
47,-1.225e-09
48,7.622e-10
49,6.317e-10
50,5.531e-10
51,6.461e-10
52,-1.131e-09
53,-3.05e-10
54,-1.23e-10
55,-5.851e-10
0,1.871e-08
1,3.019e-08
2,2.363e-08
3,2.426e-08
4,1.678e-08
5,1.143e-08
6,1.009e-08
7,1.05e-08
8,6.687e-09
9,3.07e-09
10,3.835e-09
11,1.178e-09
12,2.709e-09
13,3.296e-09
14,-1.376e-09
15,-1.343e-09
16,-5.923e-09
17,-9.722e-09
18,-2.223e-09
19,-3.48e-09
20,-4.193e-09
21,-4.232e-09
22,1.117e-08
23,2.041e-09
24,2.041e-09
25,6.83e-09
26,1.976e-09
27,3.71e-09
28,2.923e-09
29,1.55e-09
30,-2.301e-09
31,1.259e-08
32,1.044e-08
33,9.322e-09
34,9.003e-09
35,1.574e-09
36,6.401e-09
37,4.189e-09
38,5.827e-09
39,-9.522e-10
40,9.124e-10
41,1.547e-09
42,-2.535e-09
43,1.581e-09
44,-3.829e-09
45,-3.15e-09
46,-1.543e-09
47,2.984e-09
48,-7.824e-10
49,-5.521e-10
50,-2.884e-10
51,-4.198e-10
52,1.327e-09
53,5.802e-10
54,3.485e-10
55,3.783e-10
0,1.838e-08
1,3.676e-08
2,3.976e-08
3,4.46e-08
4,4.374e-08
5,4.205e-08
6,4.006e-08
7,3.807e-08
8,3.606e-08
9,3.345e-08
10,3.111e-08
11,2.889e-08
12,2.692e-08
13,2.47e-08
14,2.281e-08
15,2.114e-08
16,1.813e-08
17,1.596e-08
18,1.416e-08
19,1.229e-08
20,9.935e-09
21,8.388e-09
22,2.036e-08
23,1.876e-08
24,1.776e-08
25,1.696e-08
26,1.627e-08
27,1.555e-08
28,1.463e-08
29,1.377e-08
30,1.301e-08
31,1.275e-08
32,1.314e-08
33,1.303e-08
34,1.292e-08
35,1.264e-08
36,1.22e-08
37,1.161e-08
38,1.083e-08
39,1.007e-08
40,9.308e-09
41,9.044e-09
42,8.946e-09
43,8.222e-09
44,7.522e-09
45,7.026e-09
46,6.65e-09
47,6.348e-09
48,6.065e-09
49,5.819e-09
50,5.594e-09
51,5.433e-09
52,5.407e-09
53,5.283e-09
54,5.155e-09
55,4.934e-09
0,1.839e-08
1,2.6e-08
2,1.253e-08
3,1.019e-08
4,5.168e-09
5,2.087e-09
6,7.157e-10
7,3.242e-10
8,-1.842e-10
9,-2.648e-10
10,-1.221e-10
11,1.349e-10
12,2.827e-10
13,-2.834e-13
14,1.42e-10
15,3.968e-10
16,-1.482e-08
17,-9.417e-09
18,-5.73e-09
19,-3.569e-09
20,-2.762e-09
21,-2.903e-09
22,3.299e-09
23,4.428e-09
24,3.54e-09
25,2.471e-09
26,1.851e-09
27,1.52e-09
28,1.332e-09
29,9.391e-10
30,1.836e-10
31,1.157e-08
32,1.07e-08
33,6.811e-09
34,4.952e-09
35,3.63e-09
36,2.473e-09
37,1.439e-09
38,5.05e-10
39,4.674e-10
40,1.596e-10
41,2.98e-10
42,2.603e-10
43,7.259e-11
44,-1.616e-11
45,1.06e-10
46,3.546e-11
47,2.732e-11
48,4.198e-11
49,9.605e-11
50,1.398e-10
51,1.188e-10
52,1.075e-10
53,1.118e-10
54,9.662e-11
55,-1.343e-11
0,-4.316e-07
1,-3.98e-07
2,-2.822e-07
3,-1.843e-07
4,-1.216e-07
5,-7.836e-08
6,-5.123e-08
7,-3.502e-08
8,-2.359e-08
9,-1.551e-08
10,-1.014e-08
11,-6.703e-09
12,-4.357e-09
13,-4.104e-09
14,-3.081e-09
15,-2.127e-09
16,-6.792e-09
17,-6.397e-09
18,-5.01e-09
19,-4.9e-09
20,-4.619e-09
21,-3.984e-09
22,6.214e-09
23,5.008e-09
24,3.718e-09
25,2.789e-09
26,2.022e-09
27,1.487e-09
28,1.113e-09
29,7.576e-10
30,2.925e-10
31,4.968e-09
32,5.101e-09
33,3.596e-09
34,2.802e-09
35,2.15e-09
36,1.548e-09
37,7.974e-10
38,-1.591e-11
39,-3.718e-10
40,-2.559e-10
41,-2.108e-10
42,-1.8e-10
43,-7.224e-11
44,8.18e-11
45,1.061e-10
46,5.341e-11
47,-3.175e-12
48,-3.824e-11
49,-2.528e-11
50,-9.872e-12
51,-1.612e-11
52,-2.247e-11
53,-1.813e-11
54,-2.429e-11
55,-8.432e-12
0,2.135e-08
1,3.355e-08
2,2.612e-08
3,2.367e-08
4,1.767e-08
5,1.269e-08
6,9.487e-09
7,8.487e-09
8,5.134e-09
9,3.329e-09
10,2.806e-09
11,1.541e-09
12,1.756e-09
13,2.193e-09
14,6.866e-10
15,-1.08e-10
16,-1.212e-08
17,-8.35e-09
18,-6.041e-09
19,-5.659e-09
20,-5.254e-09
21,-4.273e-09
22,8.275e-09
23,4.548e-09
24,4.552e-09
25,4.88e-09
26,2.324e-09
27,2.771e-09
28,2.167e-09
29,1.707e-09
30,-4.637e-10
31,1.442e-08
32,1.203e-08
33,6.752e-09
34,5.668e-09
35,4.987e-09
36,3.152e-09
37,1.687e-09
38,3.782e-10
39,1.401e-09
40,9.223e-10
41,1.078e-09
42,-1.345e-09
43,1.362e-09
44,-3.143e-09
45,1.029e-09
46,8.383e-10
47,-1.865e-09
48,1.08e-09
49,8.684e-10
50,7.584e-10
51,8.654e-10
52,-1.68e-09
53,-4.963e-10
54,-2.287e-10
55,-6.998e-10
0,2.502e-08
1,3.843e-08
2,3.09e-08
3,3.145e-08
4,1.983e-08
5,1.544e-08
6,1.084e-08
7,1.244e-08
8,5.962e-09
9,4.034e-09
10,2.718e-09
11,1.492e-09
12,1.132e-09
13,3.706e-09
14,3.826e-10
15,-3.025e-10
16,-3.412e-09
17,-1.839e-08
18,-4.168e-10
19,-3.589e-09
20,-4.393e-09
21,-6.002e-09
22,1.503e-08
23,1.293e-09
24,-4.038e-09
25,8.054e-09
26,-7.522e-10
27,3.298e-09
28,1.636e-09
29,1.03e-09
30,-1.042e-09
31,1.685e-08
32,1.416e-08
33,1.298e-08
34,1.499e-08
35,5.331e-10
36,1.109e-08
37,7.235e-09
38,1.126e-08
39,-1.711e-09
40,1.634e-09
41,3.08e-09
42,-6.267e-09
43,3.557e-09
44,-9.547e-09
45,-5.505e-09
46,-2.527e-09
47,4.95e-09
48,-1.115e-09
49,-6.308e-10
50,-3.617e-10
51,-3.818e-10
52,1.517e-09
53,6.531e-10
54,4.24e-10
55,3.292e-10
0,-4.352e-06
1,-7.346e-07
2,-3.162e-07
3,-1.468e-07
4,-9.207e-08
5,-5.633e-08
6,-3.543e-08
7,-2.36e-08
8,-1.547e-08
9,-1.003e-08
10,-6.371e-09
11,-4.161e-09
12,-2.649e-09
13,-2.816e-09
14,-1.97e-09
15,-1.39e-09
16,-4.705e-09
17,-3.842e-09
18,-2.842e-09
19,-2.552e-09
20,-3.02e-09
21,-2.642e-09
22,7.581e-09
23,4.376e-09
24,2.492e-09
25,1.782e-09
26,1.222e-09
27,9.039e-10
28,5.601e-10
29,3.98e-10
30,1.102e-10
31,3.381e-09
32,2.666e-09
33,1.659e-09
34,1.281e-09
35,9.904e-10
36,6.875e-10
37,2.625e-10
38,-2.096e-10
39,-1.893e-10
40,-2.097e-10
41,-2.168e-10
42,-1.803e-10
43,3.296e-12
44,1.46e-10
45,-9.367e-11
46,-2.866e-11
47,-1.246e-11
48,-5.076e-11
49,-2.847e-11
50,-2.116e-11
51,-3.303e-11
52,-3.338e-11
53,-3.187e-11
54,-3.209e-11
55,2.284e-12
0,-1.91e-07
1,-1.838e-07
2,-1.254e-07
3,-8.302e-08
4,-5.82e-08
5,-3.967e-08
6,-2.693e-08
7,-1.881e-08
8,-1.227e-08
9,-8.489e-09
10,-5.59e-09
11,-3.673e-09
12,-2.316e-09
13,-2.452e-09
14,-1.512e-09
15,-1.138e-09
16,-5.961e-09
17,-4.883e-09
18,-3.575e-09
19,-3.407e-09
20,-2.828e-09
21,-2.641e-09
22,5.358e-09
23,3.546e-09
24,2.713e-09
25,1.962e-09
26,1.392e-09
27,1.044e-09
28,8.658e-10
29,6.067e-10
30,1.25e-10
31,5.988e-09
32,5.125e-09
33,3.101e-09
34,2.33e-09
