well_id,control_point_id,pumping_period,effect_period,response
24,1,7,13,-1.913e-07
24,1,7,14,-1.081e-07
24,1,7,15,-1.108e-07
24,1,7,16,-1.016e-07
24,1,7,17,-1.493e-07
24,1,7,18,-1.181e-07
24,1,7,19,-7.115e-08
24,1,8,8,-5.812e-06
24,1,8,9,-7.284e-07
24,1,8,10,-4.549e-07
24,1,8,11,-3.646e-07
24,1,8,12,-1.621e-07
24,1,8,13,-1.502e-07
24,1,8,14,-6.814e-08
24,1,8,15,-7.548e-08
24,1,8,16,-1.552e-07
24,1,8,17,-2.061e-07
24,1,8,18,6.44e-08
24,1,8,20,1.237e-07
24,1,9,9,-5.477e-06
24,1,9,10,-4.842e-07
24,1,9,11,-1.431e-07
24,1,9,13,-1.434e-07
24,1,9,14,-8.326e-08
24,1,9,15,-6.182e-08
24,1,9,16,-1.22e-07
24,1,9,17,-1.926e-07
24,1,9,18,7.401e-08
24,1,9,19,8.245e-08
24,1,9,20,1.023e-07
24,1,9,21,8.037e-08
24,1,10,10,-5.493e-06
24,1,10,11,-5.83e-07
24,1,10,12,-3.258e-07
24,1,10,13,-3.386e-07
24,1,10,14,-2.103e-07
24,1,10,15,-1.501e-07
24,1,10,16,-2.882e-07
24,1,10,17,-2.936e-07
24,1,10,18,-1.853e-07
24,1,10,19,-1.453e-07
24,1,11,11,-5.726e-06
24,1,11,12,-8.705e-07
24,1,11,13,-6.121e-07
24,1,11,14,-3.872e-07
24,1,11,15,-2.653e-07
24,1,11,16,-1.816e-07
24,1,11,17,-1.303e-07
24,1,11,18,-9.325e-08
24,1,11,19,-7.057e-08
24,1,12,12,-5.552e-06
24,1,12,13,-9.501e-07
24,1,12,14,-4.58e-07
24,1,12,15,-2.661e-07
24,1,12,16,-2.511e-07
24,1,12,17,-9.304e-08
24,1,13,13,-5.667e-06
24,1,13,14,-1.021e-06
24,1,13,15,-5.473e-07
24,1,13,16,-4.154e-07
24,1,13,17,-1.967e-07
24,1,13,18,-5.199e-08
24,1,13,19,-6.141e-08
24,1,14,14,-5.614e-06
24,1,14,15,-1.028e-06
24,1,14,16,-5.896e-07
24,1,14,17,-2.737e-07
24,1,14,18,-1.172e-07
24,1,14,19,-7.339e-08
24,1,15,15,-5.62e-06
24,1,15,16,-1.013e-06
24,1,15,17,-6.754e-07
24,1,15,18,-3.717e-07
24,1,15,19,-2.826e-07
24,1,15,20,-1.117e-07
24,1,15,21,-1.256e-07
24,1,16,16,-5.954e-06
24,1,16,17,-1.171e-06
24,1,16,18,-5.768e-07
24,1,16,19,-4.132e-07
24,1,16,20,-1.631e-07
24,1,16,21,-1.956e-07
24,1,17,17,-5.851e-06
24,1,17,18,-1.0e-06
24,1,17,19,-4.986e-07
24,1,17,20,-2.968e-07
24,1,17,21,-2.088e-07
24,1,18,18,-5.581e-06
24,1,18,19,-9.726e-07
24,1,18,20,-4.97e-07
24,1,18,21,-2.98e-07
24,1,19,19,-5.621e-06
24,1,19,20,-5.95e-07
24,1,19,21,-3.36e-07
24,1,20,20,-5.437e-06
24,1,20,21,-5.623e-07
25,1,1,1,-7.189e-06
25,1,1,2,-1.366e-06
25,1,1,3,-7.149e-07
25,1,1,4,-4.129e-07
25,1,1,5,-3.582e-07
25,1,1,6,-2.675e-07
25,1,1,7,-1.651e-07
25,1,1,8,-2.376e-07
25,1,1,13,-1.415e-07
25,1,1,14,-5.786e-08
25,1,1,15,-7.275e-08
25,1,1,16,-1.287e-07
25,1,1,18,7.408e-08
25,1,1,19,1.291e-07
25,1,1,20,1.228e-07
25,1,1,21,7.937e-08
25,1,2,2,-7.301e-06
25,1,2,3,-1.471e-06
25,1,2,4,-7.722e-07
25,1,2,5,-5.576e-07
25,1,2,6,-4.243e-07
25,1,2,7,-3.095e-07
25,1,2,8,-1.765e-07
25,1,2,9,-1.829e-07
25,1,2,13,-1.347e-07
25,1,2,14,-1.062e-07
25,1,2,15,-7.497e-08
25,1,2,16,-1.054e-07
25,1,3,3,-7.172e-06
25,1,3,4,-1.364e-06
25,1,3,5,-7.544e-07
25,1,3,6,-4.68e-07
25,1,3,7,-3.255e-07
25,1,3,8,-2.457e-07
25,1,3,9,-1.175e-07
25,1,3,10,-7.614e-08
25,1,3,11,-1.069e-07
25,1,3,12,-5.151e-08
25,1,3,16,-7.944e-08
25,1,3,21,5.088e-08
25,1,4,4,-7.135e-06
25,1,4,5,-1.534e-06
25,1,4,6,-8.512e-07
25,1,4,7,-6.474e-07
25,1,4,8,-4.652e-07
25,1,4,9,-1.287e-07
25,1,4,11,-6.77e-08
25,1,4,16,-1.162e-07
25,1,4,18,7.852e-08
25,1,4,20,1.06e-07
25,1,5,5,-7.506e-06
25,1,5,6,-1.367e-06
25,1,5,7,-8.406e-07
25,1,5,8,-5.513e-07
25,1,5,9,-3.198e-07
25,1,5,10,-2.029e-07
25,1,5,11,-2.07e-07
25,1,5,12,-1.217e-07
25,1,5,13,-2.579e-07
25,1,5,14,-1.492e-07
25,1,5,15,-1.471e-07
25,1,5,16,-1.789e-07
25,1,5,17,-1.666e-07
25,1,5,18,-1.185e-07
25,1,5,19,-8.51e-08
25,1,5,20,-5.044e-08
25,1,6,6,-7.347e-06
25,1,6,7,-1.104e-06
25,1,6,8,-7.283e-07
25,1,6,9,-2.954e-07
25,1,6,10,-8.184e-08
25,1,6,11,-1.029e-07
25,1,6,13,-5.234e-08
25,1,6,16,-1.047e-07
25,1,6,18,8.483e-08
25,1,6,20,1.051e-07
25,1,7,7,-7.139e-06
25,1,7,8,-1.072e-06
25,1,7,9,-4.292e-07
25,1,7,10,-1.43e-07
25,1,7,11,-9.733e-08
25,1,7,13,-5.278e-08
25,1,7,16,-9.479e-08
25,1,7,18,9.292e-08
25,1,7,19,1.264e-07
25,1,7,20,1.29e-07
25,1,7,21,7.784e-08
25,1,8,8,-7.219e-06
25,1,8,9,-8.327e-07
25,1,8,10,-5.119e-07
25,1,8,11,-4.127e-07
25,1,8,12,-2.097e-07
25,1,8,13,-1.45e-07
25,1,8,14,-1.026e-07
25,1,8,15,-6.83e-08
25,1,8,16,-1.141e-07
25,1,8,17,-2.319e-07
25,1,8,19,6.8e-08
25,1,8,20,6.718e-08
25,1,8,21,6.635e-08
25,1,9,9,-6.847e-06
25,1,9,10,-5.832e-07
25,1,9,11,-1.425e-07
25,1,9,12,-1.132e-07
25,1,9,13,-5.475e-08
25,1,10,10,-6.885e-06
25,1,10,11,-6.6e-07
25,1,10,12,-3.906e-07
25,1,10,13,-3.931e-07
25,1,10,14,-2.047e-07
25,1,10,15,-1.819e-07
25,1,10,16,-1.462e-07
25,1,10,17,-1.014e-07
25,1,10,19,-6.229e-08
25,1,10,20,6.473e-08
25,1,11,11,-7.122e-06
25,1,11,12,-9.846e-07
25,1,11,13,-6.645e-07
25,1,11,14,-3.676e-07
25,1,11,15,-2.615e-07
25,1,11,16,-2.355e-07
25,1,11,17,-2.171e-07
25,1,11,20,1.01e-07
25,1,12,12,-6.897e-06
25,1,12,13,-1.059e-06
25,1,12,14,-4.904e-07
25,1,12,15,-3.049e-07
25,1,12,16,-2.868e-07
25,1,12,17,-1.201e-07
25,1,12,20,6.806e-08
25,1,13,13,-7.028e-06
25,1,13,14,-1.13e-06
25,1,13,15,-5.8e-07
25,1,13,16,-4.066e-07
25,1,13,17,-1.953e-07
25,1,13,18,-9.598e-08
25,1,13,19,-6.022e-08
25,1,14,14,-6.975e-06
25,1,14,15,-1.157e-06
25,1,14,16,-6.491e-07
25,1,14,17,-3.17e-07
25,1,14,18,-1.256e-07
25,1,14,19,-1.176e-07
25,1,15,15,-6.991e-06
25,1,15,16,-1.14e-06
25,1,15,17,-7.056e-07
25,1,15,18,-4.223e-07
25,1,15,19,-2.869e-07
25,1,15,20,-1.64e-07
25,1,15,21,-1.222e-07
25,1,16,16,-7.31e-06
25,1,16,17,-1.267e-06
25,1,16,18,-6.384e-07
25,1,16,19,-4.347e-07
25,1,16,20,-2.033e-07
25,1,16,21,-2.116e-07
25,1,17,17,-7.189e-06
25,1,17,18,-1.109e-06
25,1,17,19,-5.646e-07
25,1,17,20,-3.083e-07
25,1,17,21,-2.022e-07
25,1,18,18,-6.993e-06
25,1,18,19,-1.05e-06
25,1,18,20,-4.339e-07
25,1,18,21,-3.01e-07
25,1,19,19,-6.992e-06
25,1,19,20,-6.866e-07
25,1,19,21,-3.293e-07
25,1,20,20,-6.847e-06
25,1,20,21,-6.632e-07
26,1,1,1,-6.814e-06
26,1,1,2,-1.359e-06
26,1,1,3,-7.051e-07
26,1,1,4,-4.085e-07
26,1,1,5,-3.654e-07
26,1,1,6,-2.654e-07
26,1,1,7,-1.856e-07
26,1,1,8,-1.528e-07
26,1,1,9,9.396e-08
26,1,1,10,1.645e-07
26,1,1,11,7.455e-08
26,1,1,12,7.865e-08
26,1,1,14,5.616e-08
26,1,1,18,9.016e-08
26,1,1,19,1.515e-07
26,1,2,2,-6.956e-06
26,1,2,3,-1.464e-06
26,1,2,4,-7.648e-07
26,1,2,5,-5.493e-07
26,1,2,6,-4.133e-07
26,1,2,7,-1.913e-07
26,1,2,8,-1.972e-07
26,1,3,3,-6.845e-06
26,1,3,4,-1.364e-06
26,1,3,5,-7.664e-07
26,1,3,6,-4.732e-07
26,1,3,7,-3.339e-07
26,1,3,8,-2.544e-07
26,1,3,9,-1.298e-07
26,1,3,10,-7.605e-08
26,1,3,11,-1.102e-07
26,1,3,16,-7.937e-08
26,1,3,20,5.545e-08
26,1,3,21,5.363e-08
26,1,4,4,-6.805e-06
26,1,4,5,-1.541e-06
26,1,4,6,-8.521e-07
26,1,4,7,-6.49e-07
26,1,4,8,-4.657e-07
26,1,4,9,-1.269e-07
26,1,4,11,-7.226e-08
26,1,4,16,-1.187e-07
26,1,4,18,7.674e-08
26,1,4,20,1.042e-07
26,1,5,5,-7.158e-06
26,1,5,6,-1.357e-06
26,1,5,7,-8.428e-07
26,1,5,8,-5.499e-07
26,1,5,9,-2.039e-07
26,1,5,10,-6.21e-08
26,1,5,11,-7.3e-08
26,1,5,13,-5.195e-08
26,1,5,16,-1.013e-07
26,1,5,18,8.754e-08
26,1,5,19,1.249e-07
26,1,5,20,1.23e-07
26,1,5,21,7.355e-08
26,1,6,6,-7.007e-06
26,1,6,7,-1.076e-06
26,1,6,8,-6.925e-07
26,1,6,9,-3.196e-07
26,1,6,10,-1.071e-07
26,1,6,11,-8.865e-08
26,1,6,13,-7.423e-08
26,1,6,16,-7.891e-08
26,1,6,19,1.571e-07
26,1,6,20,1.486e-07
26,1,6,21,1.019e-07
26,1,7,7,-6.823e-06
26,1,7,8,-1.051e-06
26,1,7,9,-4.076e-07
26,1,7,10,-1.281e-07
26,1,7,11,-9.241e-08
26,1,7,13,-1.66e-07
26,1,7,14,-1.22e-07
26,1,7,15,-8.623e-08
26,1,7,16,-1.07e-07
26,1,8,8,-6.886e-06
26,1,8,9,-8.205e-07
26,1,8,10,-5.151e-07
26,1,8,11,-4.105e-07
26,1,8,12,-2.047e-07
26,1,8,13,-1.466e-07
26,1,8,14,-1.005e-07
26,1,8,15,-7.05e-08
26,1,8,16,-1.238e-07
26,1,8,17,-2.403e-07
26,1,8,19,6.442e-08
26,1,8,20,6.985e-08
26,1,8,21,6.299e-08
26,1,9,9,-6.507e-06
26,1,9,10,-5.81e-07
26,1,9,11,-1.527e-07
26,1,9,12,-1.229e-07
26,1,9,13,-6.362e-08
26,1,10,10,-6.524e-06
26,1,10,11,-6.702e-07
26,1,10,12,-3.733e-07
26,1,10,13,-3.97e-07
26,1,10,14,-2.096e-07
26,1,10,15,-1.91e-07
26,1,10,16,-1.4e-07
26,1,10,17,-1.156e-07
26,1,10,19,-8.745e-08
26,1,10,21,-5.751e-08
26,1,11,11,-6.744e-06
26,1,11,12,-9.815e-07
26,1,11,13,-6.498e-07
26,1,11,14,-3.365e-07
26,1,11,15,-2.276e-07
26,1,11,16,-2.375e-07
26,1,11,17,-1.017e-07
26,1,11,20,8.106e-08
26,1,12,12,-6.55e-06
26,1,12,13,-1.069e-06
26,1,12,14,-4.811e-07
26,1,12,15,-2.967e-07
26,1,12,16,-2.813e-07
26,1,12,17,-2.864e-07
26,1,12,20,9.668e-08
26,1,13,13,-6.665e-06
26,1,13,14,-1.146e-06
26,1,13,15,-5.711e-07
26,1,13,16,-4.083e-07
26,1,13,17,-1.925e-07
26,1,13,18,-8.645e-08
26,1,13,19,-5.637e-08
26,1,14,14,-6.604e-06
26,1,14,15,-1.178e-06
26,1,14,16,-6.392e-07
26,1,14,17,-3.117e-07
26,1,14,18,-1.234e-07
26,1,14,19,-1.073e-07
26,1,15,15,-6.618e-06
26,1,15,16,-1.112e-06
26,1,15,17,-6.863e-07
26,1,15,18,-3.107e-07
26,1,15,19,-2.344e-07
26,1,15,20,-1.011e-07
26,1,15,21,-1.294e-07
26,1,16,16,-6.989e-06
26,1,16,17,-1.247e-06
26,1,16,18,-6.229e-07
26,1,16,19,-4.234e-07
26,1,16,20,-2.015e-07
26,1,16,21,-2.032e-07
26,1,17,17,-6.864e-06
26,1,17,18,-1.098e-06
26,1,17,19,-5.518e-07
26,1,17,20,-2.982e-07
26,1,17,21,-2.003e-07
26,1,18,18,-6.658e-06
26,1,18,19,-1.043e-06
26,1,18,20,-4.334e-07
26,1,18,21,-3.015e-07
26,1,19,19,-6.629e-06
26,1,19,20,-6.826e-07
26,1,19,21,-3.337e-07
26,1,20,20,-6.485e-06
26,1,20,21,-6.597e-07
27,1,1,1,-7.536e-06
27,1,1,2,-1.487e-06
27,1,1,3,-7.181e-07
27,1,1,4,-4.11e-07
27,1,1,5,-3.587e-07
27,1,1,6,-2.664e-07
27,1,1,7,-1.666e-07
27,1,1,8,-1.314e-07
27,1,1,11,-6.629e-08
27,1,1,13,-1.679e-07
27,1,1,14,-9.003e-08
27,1,1,15,-9.419e-08
27,1,1,16,-1.138e-07
27,1,1,17,-1.445e-07
27,1,1,18,7.063e-08
27,1,1,20,1.079e-07
27,1,2,2,-7.61e-06
27,1,2,3,-1.587e-06
27,1,2,4,-7.747e-07
27,1,2,5,-5.578e-07
27,1,2,6,-4.232e-07
27,1,2,7,-3.066e-07
27,1,2,8,-1.741e-07
27,1,2,9,-1.802e-07
27,1,2,13,-1.475e-07
27,1,2,14,-1.147e-07
27,1,2,15,-8.359e-08
27,1,2,16,-1.064e-07
27,1,3,3,-7.459e-06
27,1,3,4,-1.48e-06
27,1,3,5,-7.782e-07
27,1,3,6,-4.681e-07
27,1,3,7,-3.26e-07
27,1,3,8,-2.467e-07
27,1,3,9,-1.211e-07
27,1,3,10,-7.626e-08
27,1,3,11,-1.067e-07
27,1,3,12,-5.143e-08
27,1,3,16,-7.947e-08
27,1,3,21,5.099e-08
27,1,4,4,-7.422e-06
27,1,4,5,-1.652e-06
27,1,4,6,-8.478e-07
27,1,4,7,-6.466e-07
27,1,4,8,-4.64e-07
27,1,4,9,-1.274e-07
27,1,4,11,-6.828e-08
27,1,4,16,-1.167e-07
27,1,4,18,7.814e-08
27,1,4,20,1.055e-07
27,1,5,5,-7.789e-06
27,1,5,6,-1.424e-06
27,1,5,7,-8.345e-07
27,1,5,8,-5.503e-07
27,1,5,9,-2.058e-07
27,1,5,10,-6.629e-08
27,1,5,11,-7.188e-08
27,1,5,16,-1.066e-07
27,1,5,18,8.952e-08
27,1,5,20,1.17e-07
27,1,6,6,-7.679e-06
27,1,6,7,-1.188e-06
27,1,6,8,-7.132e-07
27,1,6,9,-1.08e-07
27,1,7,7,-7.444e-06
27,1,7,8,-1.164e-06
27,1,7,9,-4.198e-07
27,1,7,10,-1.395e-07
27,1,7,11,-9.51e-08
27,1,7,16,-9.653e-08
27,1,7,18,9.41e-08
27,1,7,20,1.198e-07
27,1,8,8,-7.509e-06
27,1,8,9,-9.336e-07
27,1,8,10,-5.197e-07
27,1,8,11,-4.134e-07
27,1,8,12,-2.073e-07
27,1,8,13,-1.446e-07
27,1,8,14,-1.015e-07
27,1,8,15,-6.842e-08
27,1,8,16,-1.162e-07
27,1,8,17,-2.34e-07
27,1,8,19,6.708e-08
27,1,8,20,6.757e-08
27,1,8,21,6.555e-08
27,1,9,9,-7.131e-06
27,1,9,10,-6.92e-07
27,1,9,11,-1.307e-07
27,1,9,12,-1.165e-07
27,1,9,13,-5.55e-08
27,1,10,10,-7.156e-06
27,1,10,11,-7.768e-07
27,1,10,12,-3.849e-07
27,1,10,13,-3.939e-07
27,1,10,14,-2.042e-07
27,1,10,15,-1.828e-07
27,1,10,16,-1.42e-07
27,1,10,17,-1.06e-07
27,1,10,19,-7.175e-08
27,1,10,20,5.616e-08
27,1,11,11,-7.387e-06
27,1,11,12,-1.107e-06
27,1,11,13,-6.687e-07
27,1,11,14,-3.623e-07
27,1,11,15,-2.527e-07
27,1,11,16,-2.361e-07
27,1,11,17,-2.207e-07
27,1,11,20,8.668e-08
27,1,12,12,-7.158e-06
27,1,12,13,-1.186e-06
27,1,12,14,-4.918e-07
27,1,12,15,-3.027e-07
27,1,12,16,-2.845e-07
27,1,12,17,-1.174e-07
27,1,12,20,7.0e-08
27,1,13,13,-7.279e-06
27,1,13,14,-1.264e-06
27,1,13,15,-5.833e-07
27,1,13,16,-4.06e-07
27,1,13,17,-1.933e-07
27,1,13,18,-9.28e-08
27,1,13,19,-5.882e-08
27,1,14,14,-7.218e-06
27,1,14,15,-1.294e-06
27,1,14,16,-6.44e-07
27,1,14,17,-3.145e-07
27,1,14,18,-1.238e-07
27,1,14,19,-1.144e-07
27,1,15,15,-7.232e-06
27,1,15,16,-1.227e-06
27,1,15,17,-6.967e-07
27,1,15,18,-4.174e-07
27,1,15,19,-2.837e-07
27,1,15,20,-1.591e-07
27,1,15,21,-1.2e-07
27,1,16,16,-7.609e-06
27,1,16,17,-1.367e-06
27,1,16,18,-6.331e-07
27,1,16,19,-4.316e-07
27,1,16,20,-2.018e-07
27,1,16,21,-2.087e-07
27,1,17,17,-7.477e-06
27,1,17,18,-1.217e-06
27,1,17,19,-5.624e-07
27,1,17,20,-3.06e-07
27,1,17,21,-2.005e-07
27,1,18,18,-7.273e-06
27,1,18,19,-1.164e-06
27,1,18,20,-4.401e-07
27,1,18,21,-3.024e-07
27,1,19,19,-7.262e-06
27,1,19,20,-7.967e-07
27,1,19,21,-3.332e-07
27,1,20,20,-7.12e-06
27,1,20,21,-7.778e-07
28,1,1,1,-7.591e-06
28,1,1,2,-1.412e-06
28,1,1,3,-7.165e-07
28,1,1,4,-4.176e-07
28,1,1,5,-3.516e-07
28,1,1,6,-2.644e-07
28,1,1,7,-1.633e-07
28,1,1,8,-1.14e-07
28,1,1,9,1.072e-07
28,1,1,10,1.843e-07
28,1,1,11,9.299e-08
28,1,1,12,8.668e-08
28,1,1,14,5.772e-08
28,1,1,17,-6.854e-08
28,1,2,2,-7.663e-06
28,1,2,3,-1.514e-06
28,1,2,4,-7.7e-07
28,1,2,5,-5.444e-07
28,1,2,6,-4.121e-07
28,1,2,7,-3.067e-07
28,1,2,8,-1.648e-07
28,1,2,9,-1.827e-07
28,1,2,10,-5.801e-08
28,1,2,11,-5.45e-08
28,1,2,13,-1.485e-07
28,1,2,14,-1.048e-07
28,1,2,15,-8.164e-08
28,1,2,16,-1.29e-07
28,1,2,17,-1.832e-07
28,1,2,18,-8.003e-08
28,1,2,19,-9.695e-08
28,1,2,21,-6.518e-08
28,1,3,3,-7.508e-06
28,1,3,4,-1.401e-06
28,1,3,5,-7.438e-07
28,1,3,6,-4.575e-07
28,1,3,7,-3.039e-07
28,1,3,8,-2.16e-07
28,1,3,10,9.68e-08
28,1,3,12,7.464e-08
28,1,3,14,5.742e-08
28,1,3,16,-6.739e-08
28,1,3,18,1.046e-07
28,1,3,19,1.386e-07
28,1,3,20,1.36e-07
28,1,3,21,8.34e-08
28,1,4,4,-7.474e-06
28,1,4,5,-1.565e-06
28,1,4,6,-8.429e-07
28,1,4,7,-4.998e-07
28,1,4,8,-5.24e-07
28,1,4,9,-4.354e-07
28,1,4,10,-3.08e-07
28,1,4,11,-2.243e-07
28,1,4,12,-1.842e-07
28,1,4,13,-1.451e-07
28,1,4,14,-1.145e-07
28,1,4,15,-9.414e-08
28,1,4,16,-7.067e-08
28,1,4,17,-6.153e-08
28,1,5,5,-7.856e-06
28,1,5,6,-1.385e-06
28,1,5,7,-8.232e-07
28,1,5,8,-5.37e-07
28,1,5,9,-1.899e-07
28,1,5,11,-6.794e-08
28,1,5,13,-6.163e-08
28,1,5,16,-8.015e-08
28,1,5,17,-1.219e-07
28,1,5,18,-9.39e-08
28,1,5,19,-5.469e-08
28,1,6,6,-7.715e-06
28,1,6,7,-1.16e-06
28,1,6,8,-7.549e-07
28,1,6,9,-4.866e-07
28,1,6,10,-2.948e-07
28,1,6,11,-2.297e-07
28,1,6,12,-1.496e-07
28,1,6,13,-1.259e-07
28,1,6,14,-8.848e-08
28,1,6,15,-7.571e-08
28,1,6,16,-6.679e-08
28,1,7,7,-7.47e-06
28,1,7,8,-1.115e-06
28,1,7,9,-4.357e-07
28,1,7,10,-1.522e-07
28,1,7,11,-8.904e-08
28,1,7,13,-7.601e-08
28,1,7,15,-5.066e-08
28,1,7,16,-6.132e-08
28,1,7,19,1.64e-07
28,1,7,20,1.698e-07
28,1,7,21,1.345e-07
28,1,8,8,-7.558e-06
28,1,8,9,-8.721e-07
28,1,8,10,-5.092e-07
28,1,8,11,-4.115e-07
28,1,8,12,-2.075e-07
28,1,8,13,-3.363e-07
28,1,8,14,-1.929e-07
28,1,8,15,-1.917e-07
28,1,8,16,-1.529e-07
28,1,8,17,-1.657e-07
28,1,8,19,-5.362e-08
28,1,8,21,-5.3e-08
28,1,9,9,-7.19e-06
28,1,9,10,-6.185e-07
28,1,9,11,-1.218e-07
28,1,9,12,-8.653e-08
28,1,9,13,-1.819e-07
28,1,9,14,-8.797e-08
28,1,9,15,-8.828e-08
28,1,9,16,-1.274e-07
28,1,9,17,-1.332e-07
28,1,9,18,-9.219e-08
28,1,9,19,-5.935e-08
28,1,10,10,-7.24e-06
28,1,10,11,-6.899e-07
28,1,10,12,-3.957e-07
28,1,10,13,-3.75e-07
28,1,10,14,-2.0e-07
28,1,10,15,-1.729e-07
28,1,10,16,-1.619e-07
28,1,10,17,-7.905e-08
28,1,10,20,6.228e-08
28,1,11,11,-7.485e-06
28,1,11,12,-1.025e-06
28,1,11,13,-6.682e-07
28,1,11,14,-3.813e-07
28,1,11,15,-2.893e-07
28,1,11,16,-2.085e-07
28,1,11,17,-1.497e-07
28,1,11,18,-5.06e-08
28,1,11,19,1.123e-07
28,1,11,20,1.386e-07
28,1,11,21,1.032e-07
28,1,12,12,-7.236e-06
28,1,12,13,-1.089e-06
28,1,12,14,-4.84e-07
28,1,12,15,-3.058e-07
28,1,12,16,-2.819e-07
28,1,12,17,-1.254e-07
28,1,12,19,-5.08e-08
28,1,12,20,7.023e-08
28,1,13,13,-7.378e-06
28,1,13,14,-1.159e-06
28,1,13,15,-5.773e-07
28,1,13,16,-3.9e-07
28,1,13,17,-1.911e-07
28,1,13,18,-1.055e-07
28,1,13,19,-5.278e-08
28,1,14,14,-7.33e-06
28,1,14,15,-1.183e-06
28,1,14,16,-6.471e-07
28,1,14,17,-3.18e-07
28,1,14,18,-1.225e-07
28,1,14,19,-1.284e-07
28,1,14,21,-5.083e-08
28,1,15,15,-7.347e-06
28,1,15,16,-1.191e-06
28,1,15,17,-7.081e-07
28,1,15,18,-3.054e-07
28,1,15,19,-2.496e-07
28,1,15,20,-1.005e-07
28,1,15,21,-1.524e-07
28,1,16,16,-7.641e-06
28,1,16,17,-1.314e-06
28,1,16,18,-6.35e-07
28,1,16,19,-4.36e-07
28,1,16,20,-1.886e-07
28,1,16,21,-2.136e-07
28,1,17,17,-7.521e-06
28,1,17,18,-1.152e-06
28,1,17,19,-5.615e-07
28,1,17,20,-3.119e-07
28,1,17,21,-1.932e-07
28,1,18,18,-7.33e-06
28,1,18,19,-1.09e-06
28,1,18,20,-4.223e-07
28,1,18,21,-2.972e-07
28,1,19,19,-7.34e-06
28,1,19,20,-7.241e-07
28,1,19,21,-3.18e-07
28,1,20,20,-7.202e-06
28,1,20,21,-7.003e-07
29,1,1,1,-5.895e-06
29,1,1,2,-1.34e-06
29,1,1,3,-7.045e-07
29,1,1,4,-4.127e-07
29,1,1,5,-3.585e-07
29,1,1,6,-2.462e-07
29,1,1,7,-1.774e-07
29,1,1,8,-1.333e-07
29,1,1,11,-8.822e-08
29,1,1,16,-8.041e-08
29,1,1,20,5.752e-08
29,1,1,21,5.995e-08
29,1,2,2,-5.886e-06
29,1,2,3,-1.452e-06
29,1,2,4,-7.305e-07
29,1,2,5,-4.345e-07
29,1,2,6,-3.183e-07
29,1,2,7,-2.532e-07
29,1,2,8,-1.979e-07
29,1,2,9,-9.639e-08
29,1,2,11,-8.846e-08
29,1,2,13,-1.77e-07
29,1,2,14,-8.88e-08
29,1,2,15,-1.002e-07
29,1,2,16,-1.012e-07
29,1,2,17,-8.965e-08
29,1,2,20,6.799e-08
29,1,3,3,-5.94e-06
29,1,3,4,-1.36e-06
29,1,3,5,-7.832e-07
29,1,3,6,-4.833e-07
29,1,3,7,-3.566e-07
29,1,3,8,-2.732e-07
29,1,3,9,-1.504e-07
29,1,3,10,-8.499e-08
29,1,3,11,-1.048e-07
29,1,3,13,-1.969e-07
29,1,3,14,-1.093e-07
29,1,3,15,-1.079e-07
29,1,3,16,-1.424e-07
29,1,3,17,-1.361e-07
29,1,3,18,-9.2e-08
29,1,3,19,-5.572e-08
29,1,4,4,-5.897e-06
29,1,4,5,-1.544e-06
29,1,4,6,-8.616e-07
29,1,4,7,-6.51e-07
29,1,4,8,-5.393e-07
29,1,4,9,-3.012e-07
29,1,4,10,-2.018e-07
29,1,4,11,-1.479e-07
29,1,4,12,-1.261e-07
29,1,4,13,-1.066e-07
29,1,4,14,-7.862e-08
29,1,4,15,-7.151e-08
29,1,4,16,-5.434e-08
29,1,4,17,-5.263e-08
29,1,5,5,-6.229e-06
29,1,5,6,-1.419e-06
29,1,5,7,-8.265e-07
29,1,5,8,-5.981e-07
29,1,5,9,-5.318e-07
29,1,5,10,-2.998e-07
29,1,5,11,-2.481e-07
29,1,5,12,-1.121e-07
29,1,5,13,-2.613e-07
29,1,5,14,-1.985e-07
29,1,5,15,-1.463e-07
29,1,5,16,-1.536e-07
29,1,5,17,-5.91e-08
29,1,6,6,-6.041e-06
29,1,6,7,-1.115e-06
29,1,6,8,-7.077e-07
29,1,6,9,-2.479e-07
29,1,6,10,-7.53e-08
29,1,6,11,-1.144e-07
29,1,6,16,-1.181e-07
29,1,6,17,-1.796e-07
29,1,6,18,8.468e-08
29,1,6,20,1.354e-07
29,1,7,7,-5.898e-06
29,1,7,8,-1.067e-06
29,1,7,9,-3.889e-07
29,1,7,10,-1.117e-07
29,1,7,11,-7.409e-08
29,1,7,13,-1.415e-07
29,1,7,14,-9.346e-08
29,1,7,15,-6.343e-08
29,1,7,16,-1.239e-07
29,1,7,17,-1.862e-07
29,1,7,18,-9.394e-08
29,1,7,19,-1.008e-07
29,1,7,21,-6.781e-08
29,1,8,8,-5.962e-06
29,1,8,9,-8.289e-07
29,1,8,10,-5.241e-07
29,1,8,11,-4.059e-07
29,1,8,12,-1.953e-07
29,1,8,13,-1.441e-07
29,1,8,14,-9.292e-08
29,1,8,15,-6.91e-08
29,1,8,16,-1.32e-07
29,1,9,9,-5.588e-06
29,1,9,10,-5.88e-07
29,1,9,11,-1.698e-07
29,1,9,12,-1.269e-07
29,1,9,13,-7.213e-08
29,1,10,10,-5.59e-06
29,1,10,11,-6.845e-07
29,1,10,12,-3.474e-07
29,1,10,13,-1.924e-07
29,1,10,14,-1.111e-07
29,1,10,15,-6.909e-08
